Start: Train Size=1071 | Test R2=-46.2685 | Test MAE=25.7569
Iteração 2523: Adicionadas 5 amostras | Incerteza Média Batch: 0.6765 | Test R2: 0.3446 | Test MAE: 2.6831
Iteração 2524: Adicionadas 5 amostras | Incerteza Média Batch: 0.6850 | Test R2: 0.2939 | Test MAE: 2.8073
Iteração 2525: Adicionadas 5 amostras | Incerteza Média Batch: 0.7014 | Test R2: 0.2345 | Test MAE: 2.9519
Iteração 2526: Adicionadas 5 amostras | Incerteza Média Batch: 0.7742 | Test R2: 0.1743 | Test MAE: 3.0936
Iteração 2527: Adicionadas 5 amostras | Incerteza Média Batch: 0.7072 | Test R2: 0.1280 | Test MAE: 3.2014
Iteração 2528: Adicionadas 5 amostras | Incerteza Média Batch: 0.7145 | Test R2: 0.1061 | Test MAE: 3.2552
Iteração 2529: Adicionadas 5 amostras | Incerteza Média Batch: 0.7307 | Test R2: 0.1079 | Test MAE: 3.2573
Iteração 2530: Adicionadas 5 amostras | Incerteza Média Batch: 0.7539 | Test R2: 0.1309 | Test MAE: 3.2127
Iteração 2531: Adicionadas 5 amostras | Incerteza Média Batch: 0.7856 | Test R2: 0.1675 | Test MAE: 3.1371
Iteração 2532: Adicionadas 5 amostras | Incerteza Média Batch: 0.7892 | Test R2: 0.2164 | Test MAE: 3.0302
Iteração 2533: Adicionadas 5 amostras | Incerteza Média Batch: 0.7879 | Test R2: 0.2776 | Test MAE: 2.8874
Iteração 2534: Adicionadas 5 amostras | Incerteza Média Batch: 0.8010 | Test R2: 0.3448 | Test MAE: 2.7183
Iteração 2535: Adicionadas 5 amostras | Incerteza Média Batch: 0.8355 | Test R2: 0.4124 | Test MAE: 2.5340
Iteração 2536: Adicionadas 5 amostras | Incerteza Média Batch: 0.8922 | Test R2: 0.4754 | Test MAE: 2.3454
Iteração 2537: Adicionadas 5 amostras | Incerteza Média Batch: 0.9972 | Test R2: 0.5262 | Test MAE: 2.1721
Iteração 2538: Adicionadas 5 amostras | Incerteza Média Batch: 1.1162 | Test R2: 0.5555 | Test MAE: 2.0518
Iteração 2539: Adicionadas 5 amostras | Incerteza Média Batch: 1.0912 | Test R2: 0.5638 | Test MAE: 1.9988
Iteração 2540: Adicionadas 5 amostras | Incerteza Média Batch: 0.9655 | Test R2: 0.5585 | Test MAE: 1.9898
Iteração 2541: Adicionadas 5 amostras | Incerteza Média Batch: 0.9120 | Test R2: 0.5453 | Test MAE: 2.0081
Iteração 2542: Adicionadas 5 amostras | Incerteza Média Batch: 0.8414 | Test R2: 0.5304 | Test MAE: 2.0280
Iteração 2543: Adicionadas 5 amostras | Incerteza Média Batch: 0.8616 | Test R2: 0.5206 | Test MAE: 2.0435
Iteração 2544: Adicionadas 5 amostras | Incerteza Média Batch: 0.9120 | Test R2: 0.5217 | Test MAE: 2.0394
Iteração 2545: Adicionadas 5 amostras | Incerteza Média Batch: 0.9666 | Test R2: 0.5351 | Test MAE: 2.0112
Iteração 2546: Adicionadas 5 amostras | Incerteza Média Batch: 1.0240 | Test R2: 0.5576 | Test MAE: 1.9648
Iteração 2547: Adicionadas 5 amostras | Incerteza Média Batch: 1.1236 | Test R2: 0.5830 | Test MAE: 1.9131
Iteração 2548: Adicionadas 5 amostras | Incerteza Média Batch: 1.2455 | Test R2: 0.6015 | Test MAE: 1.8801
Iteração 2549: Adicionadas 5 amostras | Incerteza Média Batch: 1.2214 | Test R2: 0.6071 | Test MAE: 1.8857
Iteração 2550: Adicionadas 5 amostras | Incerteza Média Batch: 1.0330 | Test R2: 0.5986 | Test MAE: 1.9357
Iteração 2551: Adicionadas 5 amostras | Incerteza Média Batch: 0.8492 | Test R2: 0.5729 | Test MAE: 2.0372
Iteração 2552: Adicionadas 5 amostras | Incerteza Média Batch: 0.7772 | Test R2: 0.5403 | Test MAE: 2.1505
Iteração 2553: Adicionadas 5 amostras | Incerteza Média Batch: 0.7483 | Test R2: 0.5025 | Test MAE: 2.2698
Iteração 2554: Adicionadas 5 amostras | Incerteza Média Batch: 0.7714 | Test R2: 0.4719 | Test MAE: 2.3585
Iteração 2555: Adicionadas 5 amostras | Incerteza Média Batch: 0.8093 | Test R2: 0.4555 | Test MAE: 2.4027
Iteração 2556: Adicionadas 5 amostras | Incerteza Média Batch: 0.8354 | Test R2: 0.4468 | Test MAE: 2.4239
Iteração 2557: Adicionadas 5 amostras | Incerteza Média Batch: 0.8480 | Test R2: 0.4532 | Test MAE: 2.4040
Iteração 2558: Adicionadas 5 amostras | Incerteza Média Batch: 0.8451 | Test R2: 0.4694 | Test MAE: 2.3571
Iteração 2559: Adicionadas 5 amostras | Incerteza Média Batch: 0.8178 | Test R2: 0.4865 | Test MAE: 2.3062
Iteração 2560: Adicionadas 5 amostras | Incerteza Média Batch: 0.7637 | Test R2: 0.5072 | Test MAE: 2.2421
Iteração 2561: Adicionadas 5 amostras | Incerteza Média Batch: 0.7432 | Test R2: 0.5234 | Test MAE: 2.1912
Iteração 2562: Adicionadas 5 amostras | Incerteza Média Batch: 0.7174 | Test R2: 0.5364 | Test MAE: 2.1502
Iteração 2563: Adicionadas 5 amostras | Incerteza Média Batch: 0.6913 | Test R2: 0.5504 | Test MAE: 2.1071
Iteração 2564: Adicionadas 5 amostras | Incerteza Média Batch: 0.7018 | Test R2: 0.5718 | Test MAE: 2.0409
Iteração 2565: Adicionadas 5 amostras | Incerteza Média Batch: 0.7050 | Test R2: 0.5963 | Test MAE: 1.9639
Iteração 2566: Adicionadas 5 amostras | Incerteza Média Batch: 0.7015 | Test R2: 0.6110 | Test MAE: 1.9170
Iteração 2567: Adicionadas 5 amostras | Incerteza Média Batch: 0.7167 | Test R2: 0.6197 | Test MAE: 1.8887
Iteração 2568: Adicionadas 5 amostras | Incerteza Média Batch: 0.7247 | Test R2: 0.6269 | Test MAE: 1.8674
Iteração 2569: Adicionadas 5 amostras | Incerteza Média Batch: 0.7532 | Test R2: 0.6310 | Test MAE: 1.8571
Iteração 2570: Adicionadas 5 amostras | Incerteza Média Batch: 0.7396 | Test R2: 0.6285 | Test MAE: 1.8734
Iteração 2571: Adicionadas 5 amostras | Incerteza Média Batch: 0.7158 | Test R2: 0.6226 | Test MAE: 1.9001
Iteração 2572: Adicionadas 5 amostras | Incerteza Média Batch: 0.6581 | Test R2: 0.6107 | Test MAE: 1.9453
Iteração 2573: Adicionadas 5 amostras | Incerteza Média Batch: 0.6664 | Test R2: 0.5991 | Test MAE: 1.9875
Iteração 2574: Adicionadas 5 amostras | Incerteza Média Batch: 0.6530 | Test R2: 0.5916 | Test MAE: 2.0114
Iteração 2575: Adicionadas 5 amostras | Incerteza Média Batch: 0.6678 | Test R2: 0.5889 | Test MAE: 2.0156
Iteração 2576: Adicionadas 5 amostras | Incerteza Média Batch: 0.6961 | Test R2: 0.5907 | Test MAE: 2.0027
Iteração 2577: Adicionadas 5 amostras | Incerteza Média Batch: 0.7252 | Test R2: 0.5976 | Test MAE: 1.9707
Iteração 2578: Adicionadas 5 amostras | Incerteza Média Batch: 0.7581 | Test R2: 0.6035 | Test MAE: 1.9405
Iteração 2579: Adicionadas 5 amostras | Incerteza Média Batch: 0.7756 | Test R2: 0.6104 | Test MAE: 1.9068
Iteração 2580: Adicionadas 5 amostras | Incerteza Média Batch: 0.7692 | Test R2: 0.6211 | Test MAE: 1.8608
Iteração 2581: Adicionadas 5 amostras | Incerteza Média Batch: 0.7849 | Test R2: 0.6349 | Test MAE: 1.8005
Iteração 2582: Adicionadas 5 amostras | Incerteza Média Batch: 0.7734 | Test R2: 0.6459 | Test MAE: 1.7469
Iteração 2583: Adicionadas 5 amostras | Incerteza Média Batch: 0.7417 | Test R2: 0.6527 | Test MAE: 1.7088
Iteração 2584: Adicionadas 5 amostras | Incerteza Média Batch: 0.7408 | Test R2: 0.6592 | Test MAE: 1.6810
Iteração 2585: Adicionadas 5 amostras | Incerteza Média Batch: 0.7520 | Test R2: 0.6632 | Test MAE: 1.6648
Iteração 2586: Adicionadas 5 amostras | Incerteza Média Batch: 0.7318 | Test R2: 0.6659 | Test MAE: 1.6543
Iteração 2587: Adicionadas 5 amostras | Incerteza Média Batch: 0.7044 | Test R2: 0.6689 | Test MAE: 1.6480
Iteração 2588: Adicionadas 5 amostras | Incerteza Média Batch: 0.6946 | Test R2: 0.6703 | Test MAE: 1.6474
Iteração 2589: Adicionadas 5 amostras | Incerteza Média Batch: 0.6710 | Test R2: 0.6699 | Test MAE: 1.6526
Iteração 2590: Adicionadas 5 amostras | Incerteza Média Batch: 0.6416 | Test R2: 0.6693 | Test MAE: 1.6606
Iteração 2591: Adicionadas 5 amostras | Incerteza Média Batch: 0.6585 | Test R2: 0.6678 | Test MAE: 1.6741
Iteração 2592: Adicionadas 5 amostras | Incerteza Média Batch: 0.6493 | Test R2: 0.6636 | Test MAE: 1.6963
Iteração 2593: Adicionadas 5 amostras | Incerteza Média Batch: 0.6491 | Test R2: 0.6570 | Test MAE: 1.7243
Iteração 2594: Adicionadas 5 amostras | Incerteza Média Batch: 0.6486 | Test R2: 0.6479 | Test MAE: 1.7596
Iteração 2595: Adicionadas 5 amostras | Incerteza Média Batch: 0.6457 | Test R2: 0.6389 | Test MAE: 1.7923
Iteração 2596: Adicionadas 5 amostras | Incerteza Média Batch: 0.6270 | Test R2: 0.6260 | Test MAE: 1.8370
Iteração 2597: Adicionadas 5 amostras | Incerteza Média Batch: 0.6210 | Test R2: 0.6154 | Test MAE: 1.8719
Iteração 2598: Adicionadas 5 amostras | Incerteza Média Batch: 0.6261 | Test R2: 0.6076 | Test MAE: 1.8982
Iteração 2599: Adicionadas 5 amostras | Incerteza Média Batch: 0.6401 | Test R2: 0.5994 | Test MAE: 1.9258
Iteração 2600: Adicionadas 5 amostras | Incerteza Média Batch: 0.6356 | Test R2: 0.5930 | Test MAE: 1.9473
Iteração 2601: Adicionadas 5 amostras | Incerteza Média Batch: 0.6215 | Test R2: 0.5957 | Test MAE: 1.9390
Iteração 2602: Adicionadas 5 amostras | Incerteza Média Batch: 0.6249 | Test R2: 0.6083 | Test MAE: 1.8983
Iteração 2603: Adicionadas 5 amostras | Incerteza Média Batch: 0.6310 | Test R2: 0.6235 | Test MAE: 1.8473
Iteração 2604: Adicionadas 5 amostras | Incerteza Média Batch: 0.6281 | Test R2: 0.6383 | Test MAE: 1.7954
Iteração 2605: Adicionadas 5 amostras | Incerteza Média Batch: 0.6324 | Test R2: 0.6533 | Test MAE: 1.7398
Iteração 2606: Adicionadas 5 amostras | Incerteza Média Batch: 0.6569 | Test R2: 0.6659 | Test MAE: 1.6877
Iteração 2607: Adicionadas 5 amostras | Incerteza Média Batch: 0.6511 | Test R2: 0.6721 | Test MAE: 1.6533
Iteração 2608: Adicionadas 5 amostras | Incerteza Média Batch: 0.6493 | Test R2: 0.6700 | Test MAE: 1.6432
Iteração 2609: Adicionadas 5 amostras | Incerteza Média Batch: 0.6730 | Test R2: 0.6602 | Test MAE: 1.6593
Iteração 2610: Adicionadas 5 amostras | Incerteza Média Batch: 0.6857 | Test R2: 0.6446 | Test MAE: 1.6939
Iteração 2611: Adicionadas 5 amostras | Incerteza Média Batch: 0.6816 | Test R2: 0.6284 | Test MAE: 1.7305
Iteração 2612: Adicionadas 5 amostras | Incerteza Média Batch: 0.6656 | Test R2: 0.6130 | Test MAE: 1.7623
Iteração 2613: Adicionadas 5 amostras | Incerteza Média Batch: 0.6691 | Test R2: 0.5956 | Test MAE: 1.8007
Iteração 2614: Adicionadas 5 amostras | Incerteza Média Batch: 0.6575 | Test R2: 0.5809 | Test MAE: 1.8327
Iteração 2615: Adicionadas 5 amostras | Incerteza Média Batch: 0.6503 | Test R2: 0.5694 | Test MAE: 1.8575
Iteração 2616: Adicionadas 5 amostras | Incerteza Média Batch: 0.6389 | Test R2: 0.5559 | Test MAE: 1.8871
Iteração 2617: Adicionadas 5 amostras | Incerteza Média Batch: 0.6317 | Test R2: 0.5498 | Test MAE: 1.8979
Iteração 2618: Adicionadas 5 amostras | Incerteza Média Batch: 0.6412 | Test R2: 0.5529 | Test MAE: 1.8876
Iteração 2619: Adicionadas 5 amostras | Incerteza Média Batch: 0.6363 | Test R2: 0.5627 | Test MAE: 1.8627
Iteração 2620: Adicionadas 5 amostras | Incerteza Média Batch: 0.6537 | Test R2: 0.5892 | Test MAE: 1.7995
Iteração 2621: Adicionadas 5 amostras | Incerteza Média Batch: 0.6654 | Test R2: 0.6201 | Test MAE: 1.7247
Iteração 2622: Adicionadas 5 amostras | Incerteza Média Batch: 0.6582 | Test R2: 0.6504 | Test MAE: 1.6504
Iteração 2623: Adicionadas 5 amostras | Incerteza Média Batch: 0.6566 | Test R2: 0.6778 | Test MAE: 1.5849
Iteração 2624: Adicionadas 5 amostras | Incerteza Média Batch: 0.6684 | Test R2: 0.6943 | Test MAE: 1.5548
Iteração 2625: Adicionadas 5 amostras | Incerteza Média Batch: 0.7093 | Test R2: 0.6945 | Test MAE: 1.5770
Iteração 2626: Adicionadas 5 amostras | Incerteza Média Batch: 0.6468 | Test R2: 0.6792 | Test MAE: 1.6506
Iteração 2627: Adicionadas 5 amostras | Incerteza Média Batch: 0.6472 | Test R2: 0.6516 | Test MAE: 1.7613
Iteração 2628: Adicionadas 5 amostras | Incerteza Média Batch: 0.5935 | Test R2: 0.6213 | Test MAE: 1.8734
Iteração 2629: Adicionadas 5 amostras | Incerteza Média Batch: 0.6116 | Test R2: 0.5947 | Test MAE: 1.9663
Iteração 2630: Adicionadas 5 amostras | Incerteza Média Batch: 0.6413 | Test R2: 0.5814 | Test MAE: 2.0108
Iteração 2631: Adicionadas 5 amostras | Incerteza Média Batch: 0.6960 | Test R2: 0.5778 | Test MAE: 2.0221
Iteração 2632: Adicionadas 5 amostras | Incerteza Média Batch: 0.6841 | Test R2: 0.5858 | Test MAE: 1.9936
Iteração 2633: Adicionadas 5 amostras | Incerteza Média Batch: 0.7143 | Test R2: 0.6005 | Test MAE: 1.9412
Iteração 2634: Adicionadas 5 amostras | Incerteza Média Batch: 0.7097 | Test R2: 0.6136 | Test MAE: 1.8924
Iteração 2635: Adicionadas 5 amostras | Incerteza Média Batch: 0.6853 | Test R2: 0.6258 | Test MAE: 1.8463
Iteração 2636: Adicionadas 5 amostras | Incerteza Média Batch: 0.6548 | Test R2: 0.6348 | Test MAE: 1.8106
Iteração 2637: Adicionadas 5 amostras | Incerteza Média Batch: 0.6576 | Test R2: 0.6365 | Test MAE: 1.8014
Iteração 2638: Adicionadas 5 amostras | Incerteza Média Batch: 0.6517 | Test R2: 0.6365 | Test MAE: 1.8003
Iteração 2639: Adicionadas 5 amostras | Incerteza Média Batch: 0.6490 | Test R2: 0.6344 | Test MAE: 1.8068
Iteração 2640: Adicionadas 5 amostras | Incerteza Média Batch: 0.6606 | Test R2: 0.6355 | Test MAE: 1.8024
Iteração 2641: Adicionadas 5 amostras | Incerteza Média Batch: 0.6903 | Test R2: 0.6404 | Test MAE: 1.7846
Iteração 2642: Adicionadas 5 amostras | Incerteza Média Batch: 0.7467 | Test R2: 0.6441 | Test MAE: 1.7713
Iteração 2643: Adicionadas 5 amostras | Incerteza Média Batch: 0.7104 | Test R2: 0.6506 | Test MAE: 1.7469
Iteração 2644: Adicionadas 5 amostras | Incerteza Média Batch: 0.6899 | Test R2: 0.6557 | Test MAE: 1.7261
Iteração 2645: Adicionadas 5 amostras | Incerteza Média Batch: 0.6920 | Test R2: 0.6571 | Test MAE: 1.7158
Iteração 2646: Adicionadas 5 amostras | Incerteza Média Batch: 0.7048 | Test R2: 0.6539 | Test MAE: 1.7187
Iteração 2647: Adicionadas 5 amostras | Incerteza Média Batch: 0.6955 | Test R2: 0.6447 | Test MAE: 1.7367
Iteração 2648: Adicionadas 5 amostras | Incerteza Média Batch: 0.7066 | Test R2: 0.6316 | Test MAE: 1.7666
Iteração 2649: Adicionadas 5 amostras | Incerteza Média Batch: 0.6856 | Test R2: 0.6091 | Test MAE: 1.8206
Iteração 2650: Adicionadas 5 amostras | Incerteza Média Batch: 0.6779 | Test R2: 0.5853 | Test MAE: 1.8769
Iteração 2651: Adicionadas 5 amostras | Incerteza Média Batch: 0.6595 | Test R2: 0.5676 | Test MAE: 1.9155
Iteração 2652: Adicionadas 5 amostras | Incerteza Média Batch: 0.6434 | Test R2: 0.5487 | Test MAE: 1.9565
Iteração 2653: Adicionadas 5 amostras | Incerteza Média Batch: 0.6372 | Test R2: 0.5358 | Test MAE: 1.9851
Iteração 2654: Adicionadas 5 amostras | Incerteza Média Batch: 0.6521 | Test R2: 0.5336 | Test MAE: 1.9865
Iteração 2655: Adicionadas 5 amostras | Incerteza Média Batch: 0.6743 | Test R2: 0.5381 | Test MAE: 1.9729
Iteração 2656: Adicionadas 5 amostras | Incerteza Média Batch: 0.6833 | Test R2: 0.5541 | Test MAE: 1.9319
Iteração 2657: Adicionadas 5 amostras | Incerteza Média Batch: 0.6846 | Test R2: 0.5804 | Test MAE: 1.8648
Iteração 2658: Adicionadas 5 amostras | Incerteza Média Batch: 0.7084 | Test R2: 0.6118 | Test MAE: 1.7856
Iteração 2659: Adicionadas 5 amostras | Incerteza Média Batch: 0.7749 | Test R2: 0.6433 | Test MAE: 1.7044
Iteração 2660: Adicionadas 5 amostras | Incerteza Média Batch: 0.8529 | Test R2: 0.6642 | Test MAE: 1.6520
Iteração 2661: Adicionadas 5 amostras | Incerteza Média Batch: 0.8138 | Test R2: 0.6717 | Test MAE: 1.6402
Iteração 2662: Adicionadas 5 amostras | Incerteza Média Batch: 0.7687 | Test R2: 0.6662 | Test MAE: 1.6737
Iteração 2663: Adicionadas 5 amostras | Incerteza Média Batch: 0.7368 | Test R2: 0.6494 | Test MAE: 1.7452
Iteração 2664: Adicionadas 5 amostras | Incerteza Média Batch: 0.7115 | Test R2: 0.6282 | Test MAE: 1.8291
Iteração 2665: Adicionadas 5 amostras | Incerteza Média Batch: 0.6934 | Test R2: 0.6047 | Test MAE: 1.9179
Iteração 2666: Adicionadas 5 amostras | Incerteza Média Batch: 0.6903 | Test R2: 0.5829 | Test MAE: 1.9965
Iteração 2667: Adicionadas 5 amostras | Incerteza Média Batch: 0.6697 | Test R2: 0.5668 | Test MAE: 2.0519
Iteração 2668: Adicionadas 5 amostras | Incerteza Média Batch: 0.6799 | Test R2: 0.5575 | Test MAE: 2.0829
Iteração 2669: Adicionadas 5 amostras | Incerteza Média Batch: 0.7092 | Test R2: 0.5587 | Test MAE: 2.0793
Iteração 2670: Adicionadas 5 amostras | Incerteza Média Batch: 0.6969 | Test R2: 0.5623 | Test MAE: 2.0668
Iteração 2671: Adicionadas 5 amostras | Incerteza Média Batch: 0.7008 | Test R2: 0.5740 | Test MAE: 2.0267
Iteração 2672: Adicionadas 5 amostras | Incerteza Média Batch: 0.6999 | Test R2: 0.5834 | Test MAE: 1.9925
Iteração 2673: Adicionadas 5 amostras | Incerteza Média Batch: 0.7083 | Test R2: 0.5911 | Test MAE: 1.9637
Iteração 2674: Adicionadas 5 amostras | Incerteza Média Batch: 0.6766 | Test R2: 0.6018 | Test MAE: 1.9230
Iteração 2675: Adicionadas 5 amostras | Incerteza Média Batch: 0.6804 | Test R2: 0.6121 | Test MAE: 1.8831
Iteração 2676: Adicionadas 5 amostras | Incerteza Média Batch: 0.6922 | Test R2: 0.6175 | Test MAE: 1.8605
Iteração 2677: Adicionadas 5 amostras | Incerteza Média Batch: 0.6846 | Test R2: 0.6208 | Test MAE: 1.8456
Iteração 2678: Adicionadas 5 amostras | Incerteza Média Batch: 0.6310 | Test R2: 0.6228 | Test MAE: 1.8360
Iteração 2679: Adicionadas 5 amostras | Incerteza Média Batch: 0.6405 | Test R2: 0.6240 | Test MAE: 1.8286
Iteração 2680: Adicionadas 5 amostras | Incerteza Média Batch: 0.6501 | Test R2: 0.6288 | Test MAE: 1.8075
Iteração 2681: Adicionadas 5 amostras | Incerteza Média Batch: 0.6392 | Test R2: 0.6337 | Test MAE: 1.7842
Iteração 2682: Adicionadas 5 amostras | Incerteza Média Batch: 0.6373 | Test R2: 0.6379 | Test MAE: 1.7620
Iteração 2683: Adicionadas 5 amostras | Incerteza Média Batch: 0.6432 | Test R2: 0.6405 | Test MAE: 1.7436
Iteração 2684: Adicionadas 5 amostras | Incerteza Média Batch: 0.6362 | Test R2: 0.6434 | Test MAE: 1.7242
Iteração 2685: Adicionadas 5 amostras | Incerteza Média Batch: 0.6326 | Test R2: 0.6459 | Test MAE: 1.7081
Iteração 2686: Adicionadas 5 amostras | Incerteza Média Batch: 0.6426 | Test R2: 0.6512 | Test MAE: 1.6880
Iteração 2687: Adicionadas 5 amostras | Incerteza Média Batch: 0.6744 | Test R2: 0.6576 | Test MAE: 1.6677
Iteração 2688: Adicionadas 5 amostras | Incerteza Média Batch: 0.6698 | Test R2: 0.6625 | Test MAE: 1.6547
Iteração 2689: Adicionadas 5 amostras | Incerteza Média Batch: 0.6885 | Test R2: 0.6623 | Test MAE: 1.6599
Iteração 2690: Adicionadas 5 amostras | Incerteza Média Batch: 0.6854 | Test R2: 0.6548 | Test MAE: 1.6923
Iteração 2691: Adicionadas 5 amostras | Incerteza Média Batch: 0.6693 | Test R2: 0.6425 | Test MAE: 1.7437
Iteração 2692: Adicionadas 5 amostras | Incerteza Média Batch: 0.6562 | Test R2: 0.6269 | Test MAE: 1.8073
Iteração 2693: Adicionadas 5 amostras | Incerteza Média Batch: 0.6602 | Test R2: 0.6088 | Test MAE: 1.8793
Iteração 2694: Adicionadas 5 amostras | Incerteza Média Batch: 0.6637 | Test R2: 0.5898 | Test MAE: 1.9521
Iteração 2695: Adicionadas 5 amostras | Incerteza Média Batch: 0.6356 | Test R2: 0.5699 | Test MAE: 2.0256
Iteração 2696: Adicionadas 5 amostras | Incerteza Média Batch: 0.6164 | Test R2: 0.5526 | Test MAE: 2.0872
Iteração 2697: Adicionadas 5 amostras | Incerteza Média Batch: 0.5925 | Test R2: 0.5364 | Test MAE: 2.1434
Iteração 2698: Adicionadas 5 amostras | Incerteza Média Batch: 0.5857 | Test R2: 0.5314 | Test MAE: 2.1620
Iteração 2699: Adicionadas 5 amostras | Incerteza Média Batch: 0.5983 | Test R2: 0.5338 | Test MAE: 2.1523
Iteração 2700: Adicionadas 5 amostras | Incerteza Média Batch: 0.6223 | Test R2: 0.5445 | Test MAE: 2.1147
Iteração 2701: Adicionadas 5 amostras | Incerteza Média Batch: 0.6358 | Test R2: 0.5601 | Test MAE: 2.0600
Iteração 2702: Adicionadas 5 amostras | Incerteza Média Batch: 0.6292 | Test R2: 0.5786 | Test MAE: 1.9911
Iteração 2703: Adicionadas 5 amostras | Incerteza Média Batch: 0.6269 | Test R2: 0.5948 | Test MAE: 1.9277
Iteração 2704: Adicionadas 5 amostras | Incerteza Média Batch: 0.6253 | Test R2: 0.6087 | Test MAE: 1.8706
Iteração 2705: Adicionadas 5 amostras | Incerteza Média Batch: 0.6199 | Test R2: 0.6231 | Test MAE: 1.8093
Iteração 2706: Adicionadas 5 amostras | Incerteza Média Batch: 0.6253 | Test R2: 0.6347 | Test MAE: 1.7556
Iteração 2707: Adicionadas 5 amostras | Incerteza Média Batch: 0.6191 | Test R2: 0.6430 | Test MAE: 1.7139
Iteração 2708: Adicionadas 5 amostras | Incerteza Média Batch: 0.6366 | Test R2: 0.6503 | Test MAE: 1.6827
Iteração 2709: Adicionadas 5 amostras | Incerteza Média Batch: 0.6597 | Test R2: 0.6589 | Test MAE: 1.6494
Iteração 2710: Adicionadas 5 amostras | Incerteza Média Batch: 0.6792 | Test R2: 0.6663 | Test MAE: 1.6210
Iteração 2711: Adicionadas 5 amostras | Incerteza Média Batch: 0.6965 | Test R2: 0.6722 | Test MAE: 1.5995
